"","key","fscorea","fscoreb","fscorea_fscoreb","fscoreb_fscorea","away_win","home_win","teamaspread","overunder","teambspread","teama_vegas_fscore","teamb_vegas_fscore","scorea","scoreb","timeleft","teama","teamb","scorea_scoreb","date","scoreb_scorea","pct_complete","pct_left","cf1","cf2","teama_adj_fscore","teamb_adj_fscore","pfscoreb_pfscorea"
"3542","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,64,82,13.2666666667,"lal","nor",-18,2016-04-08,18,72.3611111110417,27.6388888889583,17.0422488836195,0.591870031835565,91.6388888889583,110.329861111182,18.690972222224
"3543","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,46,55,24.5333333333,"lal","nor",-9,2016-04-08,9,48.8888888889583,51.1111111110417,6.27906976744611,0.133134528449036,97.1111111110417,107.388888888818,10.277777777776
"3544","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,31,29,33.8,"lal","nor",2,2016-04-08,-2,29.5833333333333,70.4166666666667,-1.18957737857722,-0.0195087999856065,101.416666666667,101.177083333333,-0.239583333333329
"3545","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,42,42,28.25,"lal","nor",0,2016-04-08,0,41.1458333333333,58.8541666666667,0,0,100.854166666667,102.325520833333,1.47135416666667
"3546","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,6,7,44.35,"lal","nor",-1,2016-04-08,1,7.60416666666666,92.3958333333333,0.519465917281827,0.00685281006899905,98.3958333333333,101.705729166667,3.30989583333334
"3547","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,42,40,28.3666666667,"lal","nor",2,2016-04-08,-2,40.9027777777083,59.0972222222917,-1.29807504785353,-0.0244985716808886,101.097222222292,100.574652777849,-0.522569444442723
"3548","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,35,34,31.55,"lal","nor",1,2016-04-08,-1,34.2708333333333,65.7291666666667,-0.615554614492327,-0.0106679670537686,100.729166666667,101.372395833333,0.643229166666671
"3549","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,85,104,4.9,"lal","nor",-19,2016-04-08,19,89.7916666666667,10.2083333333333,29.3759801057142,2.27691207645359,95.2083333333333,114.463541666667,19.2552083333333
"3550","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,27,24,36.3333333333,"lal","nor",3,2016-04-08,-3,24.305555555625,75.694444444375,-1.72124722987076,-0.0266396115011913,102.694444444375,101.586805555484,-1.10763888889062
"3551","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,0,0,48,"lal","nor",0,2016-04-08,0,0,100,0,0,100,102.5,2.5
"3552","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,77,95,8.78333333333,"lal","nor",-18,2016-04-08,18,81.7013888888958,18.2986111111042,20.8971380369584,1.01123290645614,95.2986111111042,113.756076388882,18.4574652777776
"3553","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,35,34,31.3,"lal","nor",1,2016-04-08,-1,34.7916666666667,65.2083333333333,-0.617998658944365,-0.0107788350996463,100.208333333333,100.838541666667,0.630208333333343
"3554","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,11,12,41.8,"lal","nor",-1,2016-04-08,1,12.9166666666667,87.0833333333333,0.535032281254816,0.00740105764059594,98.0833333333333,101.260416666667,3.17708333333333
"3555","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,59,82,14.5166666667,"lal","nor",-23,2016-04-08,23,69.756944444375,30.243055555625,20.8255925799813,0.672791076712781,89.243055555625,112.999131944516,23.7560763888906
"3556","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,35,34,31.1166666667,"lal","nor",1,2016-04-08,-1,35.1736111110417,64.8263888889583,-0.619809575542759,-0.0108614412882397,99.8263888889583,100.447048611182,0.620659722223948
"3557","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,3,2,47.25,"lal","nor",1,2016-04-08,-1,1.5625,98.4375,-0.5033139071895,-0.00631125240229778,101.4375,102.8984375,1.4609375
"3558","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,92,106,2.81666666667,"lal","nor",-14,2016-04-08,14,94.1319444444375,5.86805555556251,28.3003190622107,3.43956531864661,97.8680555555625,112.014756944452,14.1467013888891
"3559","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,55,76,17.9333333333,"lal","nor",-21,2016-04-08,21,62.6388888889583,37.3611111110417,17.1210823937731,0.466778045413262,92.3611111110417,114.295138888818,21.9340277777761
"3560","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,33,34,32.35,"lal","nor",-1,2016-04-08,1,32.6041666666667,67.3958333333333,0.607924265459644,0.0103263898047864,100.395833333333,103.080729166667,2.68489583333333
"3561","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,18,14,39.5833333333,"lal","nor",4,2016-04-08,-4,17.5347222222917,82.4652777777083,-2.19906025524923,-0.0317767598640943,100.465277777708,98.526909722151,-1.93836805555729
"3562","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,6,8,43.9333333333,"lal","nor",-2,2016-04-08,2,8.47222222229167,91.5277777777083,1.04383350095923,0.0138748035019435,97.5277777777083,101.815972222151,4.28819444444269
"3563","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,53,65,20.7833333333,"lal","nor",-12,2016-04-08,12,56.7013888889583,43.2986111110417,9.09209774633616,0.22021320592171,96.2986111110417,109.381076388818,13.082465277776
"3564","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,62,82,14.0833333333,"lal","nor",-20,2016-04-08,20,70.6597222222916,29.3402777777084,18.3833848434303,0.608528302359952,91.3402777777084,112.073784722151,20.7335069444427
"3565","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,48,63,22.25,"lal","nor",-15,2016-04-08,15,53.6458333333333,46.3541666666667,10.9862351394422,0.251925018626663,94.3541666666667,110.513020833333,16.1588541666667
"3566","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,27,24,36,"lal","nor",3,2016-04-08,-3,25,75,-1.72917125311271,-0.0269606321731538,102,100.875,-1.125
"3567","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,24,22,36.6833333333,"lal","nor",2,2016-04-08,-2,23.5763888889583,76.4236111110417,-1.14202876029499,-0.017539832320853,100.423611111042,100.334201388818,-0.0894097222239623
"3568","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,101,110,0.383333333333,"lal","nor",-9,2016-04-08,9,99.2013888888896,0.798611111110418,43.9445767736571,28.7462089598796,101.79861111111,110.818576388888,9.01996527777776
"3569","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,55,71,19.0833333333,"lal","nor",-16,2016-04-08,16,60.243055555625,39.756944444375,12.6480127705578,0.328048557665591,94.756944444375,111.750868055484,16.9939236111094
"3570","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,53,65,20.1833333333,"lal","nor",-12,2016-04-08,12,57.9513888889583,42.0486111110417,9.22546353714017,0.228757116765234,95.0486111110417,108.099826388818,13.0512152777761
"3571","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,20,14,38.7166666667,"lal","nor",6,2016-04-08,-6,19.3402777777083,80.6597222222917,-3.33519245497003,-0.0490564968950429,100.659722222292,96.676215277849,-3.98350694444271
"3572","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,38,38,29.9,"lal","nor",0,2016-04-08,0,37.7083333333333,62.2916666666667,0,0,100.291666666667,101.848958333333,1.55729166666666
"3573","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,44,42,27.4833333333,"lal","nor",2,2016-04-08,-2,42.743055555625,57.256944444375,-1.31868131868212,-0.0255267306556457,101.256944444375,100.688368055484,-0.568576388890619
"3574","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,33,32,32.9833333333,"lal","nor",1,2016-04-08,-1,31.2847222222917,68.7152777777083,-0.602080774219947,-0.0100694417660881,101.715277777708,102.433159722151,0.717881944442709
"3575","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,82,100,6.46666666667,"lal","nor",-18,2016-04-08,18,86.5277777777708,13.4722222222292,24.2957486159496,1.50488380399899,95.4722222222292,113.809027777785,18.3368055555557
"3576","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,53,63,20.7833333333,"lal","nor",-10,2016-04-08,10,56.7013888889583,43.2986111110417,7.5767481219468,0.183511004934758,96.2986111110417,107.381076388818,11.082465277776
"3577","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,46,48,26.8166666667,"lal","nor",-2,2016-04-08,2,44.131944444375,55.868055555625,1.33489987583449,0.0263544701963205,101.868055555625,105.264756944516,3.39670138889062
"3578","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,82,98,7.05,"lal","nor",-16,2016-04-08,16,85.3125,14.6875,20.6990792753008,1.19579976253761,96.6875,113.0546875,16.3671875
"3579","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,16,14,40.7166666667,"lal","nor",2,2016-04-08,-2,15.1736111110417,84.8263888889583,-1.08416523274676,-0.0153160091748981,100.826388888958,100.947048611182,0.120659722223962
"3580","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,52,63,21.1166666667,"lal","nor",-11,2016-04-08,11,56.006944444375,43.993055555625,8.26875516863446,0.197731428322062,95.993055555625,108.092881944516,12.0998263888906
"3581","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,65,84,13.2166666667,"lal","nor",-19,2016-04-08,19,72.4652777777083,27.5347222222917,18.0227299624769,0.627823758974667,92.5347222222917,112.223090277849,19.6883680555573
"3582","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,79,98,7.93333333333,"lal","nor",-19,2016-04-08,19,83.4722222222292,16.5277777777708,23.1929710749829,1.21823482767203,95.5277777777708,114.940972222215,19.4131944444443
"3583","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,16,12,41.4333333333,"lal","nor",4,2016-04-08,-4,13.680555555625,86.319444444375,-2.14955063788076,-0.0299451822709302,102.319444444375,100.477430555484,-1.84201388889062
"3584","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,8,10,42.6166666667,"lal","nor",-2,2016-04-08,2,11.2152777777083,88.7847222222917,1.05979116811802,0.0144345121970921,96.7847222222917,101.004340277849,4.21961805555729
"3585","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,74,93,9.53333333333,"lal","nor",-19,2016-04-08,19,80.1388888888958,19.8611111111042,21.1838831680479,0.959665201443995,93.8611111111042,113.357638888882,19.4965277777776
"3586","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,3,2,46.8833333333,"lal","nor",1,2016-04-08,-1,2.32638888895833,97.6736111110417,-0.505273235467146,-0.00637548139115333,100.673611111042,102.115451388818,1.44184027777605
"3587","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,6,7,44.3666666667,"lal","nor",-1,2016-04-08,1,7.569444444375,92.430555555625,0.519368600748569,0.00684946438001894,98.430555555625,101.741319444516,3.31076388889063
"3588","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,12,12,41.8,"lal","nor",0,2016-04-08,0,12.9166666666667,87.0833333333333,0,0,99.0833333333333,101.260416666667,2.17708333333333
"3589","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,43,42,28,"lal","nor",1,2016-04-08,-1,41.6666666666667,58.3333333333333,-0.653255334464013,-0.0124581519654929,101.333333333333,101.791666666667,0.458333333333329
"3590","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,44,42,27.6333333333,"lal","nor",2,2016-04-08,-2,42.430555555625,57.569444444375,-1.31511291505479,-0.0253468056216122,101.569444444375,101.008680555484,-0.560763888890619
"3591","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,11,12,42.0166666667,"lal","nor",-1,2016-04-08,1,12.4652777777083,87.5347222222917,0.533654940872676,0.00735149299072031,98.5347222222917,101.723090277849,3.18836805555729
"3592","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,36,36,30.8,"lal","nor",0,2016-04-08,0,35.8333333333333,64.1666666666667,0,0,100.166666666667,101.770833333333,1.60416666666667
"3593","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,22,14,38.5333333333,"lal","nor",8,2016-04-08,-8,19.7222222222917,80.2777777777083,-4.45745670953381,-0.0658134105193713,102.277777777708,96.284722222151,-5.99305555555729
"3594","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,24,17,37.65,"lal","nor",7,2016-04-08,-7,21.5625,78.4375,-3.94561922142879,-0.0593488392283027,102.4375,97.3984375,-5.0390625
"3595","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,71,93,9.91666666667,"lal","nor",-22,2016-04-08,22,79.3402777777708,20.6597222222292,24.0557307102996,1.05573170474101,91.6597222222292,114.176215277785,22.5164930555557
"3596","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,57,80,16.3666666667,"lal","nor",-23,2016-04-08,23,65.9027777777083,34.0972222222917,19.6223957477147,0.575706412450319,91.0972222222917,114.949652777849,23.8524305555573
"3597","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,3,2,46.3833333333,"lal","nor",1,2016-04-08,-1,3.368055555625,96.631944444375,-0.507982301076292,-0.00646495073989412,99.631944444375,101.047743055484,1.41579861110937
"3598","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,29,24,35.75,"lal","nor",5,2016-04-08,-5,25.5208333333333,74.4791666666667,-2.89197769484045,-0.045343199282048,103.479166666667,100.341145833333,-3.13802083333333
"3599","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,53,67,19.7666666667,"lal","nor",-14,2016-04-08,14,58.819444444375,41.180555555625,10.8752102410604,0.274216154526129,94.180555555625,109.210069444516,15.0295138888906
"3600","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,57,80,16,"lal","nor",-23,2016-04-08,23,66.6666666666667,33.3333333333333,19.8443071447353,0.59290595649089,90.3333333333333,114.166666666667,23.8333333333333
"3601","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,29,26,34.7333333333,"lal","nor",3,2016-04-08,-3,27.6388888889583,72.3611111110417,-1.76031227667227,-0.0282453805128808,101.361111111042,100.170138888818,-1.19097222222396
"3602","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,87,106,3.56666666667,"lal","nor",-19,2016-04-08,19,92.5694444444375,7.43055555556251,34.2789324214675,3.43753667772178,94.4305555555625,113.616319444452,19.1857638888891
"3603","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,46,52,24.6833333333,"lal","nor",-6,2016-04-08,6,48.5763888889583,51.4236111110417,4.17336960288074,0.0880560832948217,97.4236111110417,104.709201388818,7.28559027777604
"3604","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,40,38,29.9,"lal","nor",2,2016-04-08,-2,37.7083333333333,62.2916666666667,-1.26448963774745,-0.0228785666432336,102.291666666667,101.848958333333,-0.442708333333343
"3605","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,18,14,40.05,"lal","nor",4,2016-04-08,-4,16.5625,83.4375,-2.18624937577679,-0.0312963725704047,101.4375,99.5234375,-1.9140625
"3606","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,67,87,12.4833333333,"lal","nor",-20,2016-04-08,20,73.993055555625,26.006944444375,19.5154202249101,0.711735862690869,93.006944444375,113.657118055484,20.6501736111094
"3607","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,40,40,28.8666666667,"lal","nor",0,2016-04-08,0,39.8611111110417,60.1388888889583,0,0,100.138888888958,101.642361111182,1.50347222222395
"3608","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,85,106,4.46666666667,"lal","nor",-21,2016-04-08,21,90.6944444444375,9.30555555556251,33.9673235590707,2.83779592881909,94.3055555555625,115.538194444452,21.2326388888891
"3609","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,55,73,18.2666666667,"lal","nor",-18,2016-04-08,18,61.944444444375,38.055555555625,14.5415809991437,0.390635201080729,93.055555555625,112.006944444516,18.9513888888906
"3610","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,85,102,5.4,"lal","nor",-17,2016-04-08,17,88.75,11.25,25.0651325463325,1.79591932986852,96.25,113.53125,17.28125
"3611","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,46,55,24.45,"lal","nor",-9,2016-04-08,9,49.0625,50.9375,6.28970902033151,0.13372449198778,96.9375,107.2109375,10.2734375
"3612","2016-04-08.lal.nor",102,110,-8,8,0,1,2.5,202.5,-2.5,100,102.5,31,32,33.4166666667,"lal","nor",-1,2016-04-08,1,30.381944444375,69.618055555625,0.598178329916683,0.00990007232461942,100.618055555625,103.358506944516,2.74045138889062
"3613","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,83,92,2.81666666667,"mem","dal",-9,2016-04-08,9,94.1319444444375,5.86805555556251,18.1930622542783,2.21114913341568,88.4866319444509,97.8387152777847,9.35208333333375
"3614","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,27,31,29.75,"mem","dal",-4,2016-04-08,4,38.0208333333333,61.9791666666667,2.53532128815028,0.0460571836605602,84.9505208333333,92.6692708333333,7.71875
"3615","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,73,90,6.68333333333,"mem","dal",-17,2016-04-08,17,86.0763888888958,13.9236111111042,22.5776465223731,1.36175843941915,86.0185763888824,103.853993055549,17.8354166666662
"3616","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,79,90,3.8,"mem","dal",-11,2016-04-08,11,92.0833333333333,7.91666666666666,19.2459908361536,1.83316727857692,86.4020833333333,97.8770833333333,11.475
"3617","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,22,30,31.4,"mem","dal",-8,2016-04-08,8,34.5833333333333,65.4166666666667,4.93614041873836,0.085873954475664,83.1645833333333,95.0895833333333,11.925
"3618","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,39,38,26.4666666667,"mem","dal",1,2016-04-08,-1,44.8611111110417,55.1388888889583,-0.671828893533163,-0.0134041362086816,90.554861111176,92.8631944445135,2.3083333333375
"3619","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,39,41,26.4,"mem","dal",-2,2016-04-08,2,45,55,1.34534558799262,0.0268962806735534,90.425,95.725,5.29999999999998
"3620","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,71,78,10.25,"mem","dal",-7,2016-04-08,7,78.6458333333333,21.3541666666667,7.53007470562703,0.321796328986593,90.9661458333333,99.2473958333333,8.28125
"3621","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,0,0,48,"mem","dal",0,2016-04-08,0,0,100,0,0,93.5,99.5,6
"3622","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,77,90,4.93333333333,"mem","dal",-13,2016-04-08,13,89.7222222222292,10.2777777777708,20.0329543805697,1.54424347972719,86.6097222222157,100.226388888882,13.6166666666662
"3623","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,49,49,22.4333333333,"mem","dal",0,2016-04-08,0,53.2638888889583,46.7361111110417,0,0,92.698263888824,95.5024305554865,2.8041666666625
"3624","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,87,96,1.35,"mem","dal",-9,2016-04-08,9,97.1875,2.8125,25.7142857142857,5.72480383353262,89.6296875,98.7984375,9.16875
"3625","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,93,101,0.116666666667,"mem","dal",-8,2016-04-08,8,99.7569444444437,0.243055555556253,56.9655195932646,111.780811883257,93.2272569444451,101.241840277778,8.01458333333338
"3626","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,56,55,17.7666666667,"mem","dal",1,2016-04-08,-1,62.9861111110417,37.0138888889583,-0.819079235413882,-0.022498827157828,90.607986111176,91.8288194445135,1.2208333333375
"3627","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,37,36,26.9166666667,"mem","dal",1,2016-04-08,-1,43.9236111110417,56.0763888889583,-0.666214452305748,-0.0131136508864894,89.4314236111761,91.7960069445136,2.36458333333749
"3628","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,54,54,18.7166666667,"mem","dal",0,2016-04-08,0,61.006944444375,38.993055555625,0,0,90.4585069445094,92.7980902778469,2.33958333333752
"3629","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,37,37,26.9166666667,"mem","dal",0,2016-04-08,0,43.9236111110417,56.0763888889583,0,0,89.4314236111761,92.7960069445136,3.36458333333749
"3630","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,17,13,37.8333333333,"mem","dal",4,2016-04-08,-4,21.180555555625,78.819444444375,-2.24918745208785,-0.0337001911180192,90.6961805554906,91.4253472221531,0.729166666662493
"3631","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,54,55,18.7166666667,"mem","dal",-1,2016-04-08,1,61.006944444375,38.993055555625,0.79815749600295,0.0210264540450764,90.4585069445094,93.7980902778469,3.33958333333752
"3632","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,85,96,1.78333333333,"mem","dal",-11,2016-04-08,11,96.2847222222292,3.71527777777084,27.6201403710575,4.88328311895938,88.4737847222157,99.696701388882,11.2229166666663
"3633","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,76,90,4.93333333333,"mem","dal",-14,2016-04-08,14,89.7222222222292,10.2777777777708,21.5739508713827,1.6630314397062,85.6097222222157,100.226388888882,14.6166666666662
"3634","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,79,90,4.21666666667,"mem","dal",-11,2016-04-08,11,91.2152777777708,8.78472222222916,18.2980701090401,1.6017743053853,87.2137152777843,98.740798611118,11.5270833333337
"3635","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,68,75,11.7833333333,"mem","dal",-7,2016-04-08,7,75.4513888889583,24.5486111110417,7.02836593750414,0.268498736600066,90.9529513888239,99.4258680554865,8.47291666666251
"3636","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,59,59,16.65,"mem","dal",0,2016-04-08,0,65.3125,34.6875,0,0,91.4328125,93.5140625,2.08124999999998
"3637","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,41,43,25.85,"mem","dal",-2,2016-04-08,2,46.1458333333333,53.8541666666667,1.35951700408825,0.0276423050192098,91.3536458333333,96.5848958333333,5.23125
"3638","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,17,13,38.1666666667,"mem","dal",4,2016-04-08,-4,20.4861111110417,79.5138888889583,-2.23937505274255,-0.0333181671011767,91.345486111176,92.1163194445136,0.770833333337507
"3639","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,7,5,42.75,"mem","dal",2,2016-04-08,-2,10.9375,89.0625,-1.05814181505589,-0.0143760268275891,90.2734375,93.6171875,3.34375
"3640","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,62,61,15.5333333333,"mem","dal",1,2016-04-08,-1,67.6388888889583,32.3611111110417,-0.875562608127601,-0.0267891986974241,92.2576388888239,93.1993055554865,0.941666666662513
"3641","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,21,25,33,"mem","dal",-4,2016-04-08,4,31.25,68.75,2.40771706171538,0.0402513317590548,85.28125,93.40625,8.125
"3642","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,91,96,1,"mem","dal",-5,2016-04-08,5,97.9166666666667,2.08333333333334,16.3663417676994,4.68304642145149,92.9479166666667,98.0729166666667,5.125
"3643","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,73,90,7.18333333333,"mem","dal",-17,2016-04-08,17,85.0347222222292,14.9652777777708,21.7910914344875,1.24000569188548,86.9925347222157,104.890451388882,17.8979166666662
"3644","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,2,2,44.75,"mem","dal",0,2016-04-08,0,6.77083333333333,93.2291666666667,0,0,89.1692708333333,94.7630208333333,5.59375
"3645","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,75,90,4.93333333333,"mem","dal",-15,2016-04-08,15,89.7222222222292,10.2777777777708,23.1149473621958,1.78181939968522,84.6097222222157,100.226388888882,15.6166666666662
"3646","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,14,11,39.7166666667,"mem","dal",3,2016-04-08,-3,17.256944444375,82.743055555625,-1.64653278234234,-0.0237286362094011,91.3647569445094,93.3293402778469,1.9645833333375
"3647","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,65,71,13.45,"mem","dal",-6,2016-04-08,6,71.9791666666667,28.0208333333333,5.64224511986415,0.193803695405166,91.1994791666667,98.8807291666667,7.68124999999999
"3648","2016-04-08.mem.dal",93,103,-10,10,0,1,6,193,-6,93.5,99.5,65,62,14.9,"mem","dal",3,2016-04-08,-3,68.9583333333333,31.0416666666667,-2.68149450548683,-0.0848336333411643,94.0239583333333,92.8864583333333,-1.13749999999999
